shift,activity,date_time
3,Определение_уровня_калия_в_крови,2016-06-16 07:16:00
3,Определение_уровня_креатинина_в_крови,2016-06-16 07:16:00
3,Определение_уровня_креатинина_в_крови,2016-06-16 07:16:00
3,Определение_уровня_мочевины_в_крови,2016-06-16 07:16:00
3,Определение_уровня_мочевины_в_крови,2016-06-16 07:16:00
3,Определение_уровня_общего_белка_в_крови,2016-06-16 07:16:00
3,Определение_уровня_общего_билирубина,2016-06-16 07:16:00
3,Определение_уровня_тиреотропного_гормона_ТТГ,2016-06-16 07:16:00
3,Определение_уровня_щелочной_фосфатазы_в_крови,2016-06-16 07:16:00
3,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-06-16 07:16:00
3,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,"Протромбиновый_индекс,_МНО",2016-06-16 07:16:00
3,Серология_сифилиса_микрореакциясуммарные_антитела,2016-06-16 07:16:00
3,Серология_сифилиса_микрореакциясуммарные_антитела,2016-06-16 07:16:00
3,ЭКСПРЕСС_4эт_-_Определение_КОС_и_газов_крови,2016-06-16 07:16:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_12.00,2016-06-16 07:36:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_16.00,2016-06-16 07:36:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_20.00,2016-06-16 07:36:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_8_часов,2016-06-16 07:36:00
3,Анализ_мочи_общий,2016-06-16 07:37:00
3,Анализ_мочи_общий,2016-06-16 07:37:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_12.00,2016-06-16 07:37:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_16.00,2016-06-16 07:37:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_20.00,2016-06-16 07:37:00
3,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_8_часов,2016-06-16 07:37:00
3,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-06-16 07:49:00
3,Определение_уровня_С-реактивного_белка_в_крови,2016-06-16 07:49:00
3,Ввод_назначений,2016-06-16 09:12:00
4,КПП-2.04 Выход через турн.3,2016-06-18 08:17:28
4,Считыватель КПК D1.10,2016-06-18 08:18:49
4,Считыватель КПК D4.07,2016-06-19 08:15:35
4,Считыватель КПК D4.10/1,2016-06-19 08:15:45
5,КПП-2.04 Выход через турн.3,2016-06-20 08:23:23
5,Считыватель КПК D1.41,2016-06-20 08:24:54
5,Считыватель КПК D1.10,2016-06-20 08:25:00
5,Считыватель КПК D5.05 (вх в стационар),2016-06-20 09:35:25
5,Считыватель КПК D5.07,2016-06-20 10:43:46
5,Считыватель КПК D5.02,2016-06-20 10:44:02
5,Считыватель КПК D7.06,2016-06-20 10:47:40
5,Считыватель КПК D5.05 (вх в 1А),2016-06-20 13:04:52
5,Считыватель КПК D1.09,2016-06-20 13:07:31
5,Считыватель КПК D5.02,2016-06-20 14:17:29
5,Считыватель КПК D7.06,2016-06-20 14:37:55
5,Считыватель КПК D5.05 (вх в стационар),2016-06-20 15:27:01
5,Считыватель КПК D1.09,2016-06-20 15:28:27
5,Считыватель КПК D7.06,2016-06-20 16:24:10
5,Считыватель КПК D2.13 (вх в БЮ),2016-06-20 16:50:56
5,Считыватель КПК D2.13 (вых в стационар),2016-06-20 16:51:17
5,Считыватель КПК D5.05 (вх в 1А),2016-06-20 17:24:30
5,Считыватель КПК D5.05 (вх в стационар),2016-06-20 17:28:21
5,Считыватель КПК D4.08,2016-06-20 17:28:56
5,Считыватель КПК D4.02,2016-06-20 17:29:11
5,Считыватель КПК D6.08,2016-06-20 23:31:35
5,Считыватель КПК D7.06,2016-06-20 23:34:48
5,Ввод_назначений,2016-06-21 09:27:00
6,КПП-2.04 Выход через турн.3,2016-06-24 08:13:09
6,Считыватель КПК D5.02,2016-06-24 10:08:06
6,Считыватель КПК D7.06,2016-06-24 12:05:11
6,Считыватель КПК D4.10/1,2016-06-24 12:55:55
6,Считыватель КПК D5.02,2016-06-24 15:56:05
6,Считыватель КПК D5.02,2016-06-24 16:06:29
6,Считыватель КПК D7.07 (вых на л\к),2016-06-24 20:14:08
6,Считыватель КПК D4.10/1,2016-06-25 08:22:06
7,КПП-2.04 Выход через турн.3,2016-06-26 08:31:39
7,КПП-2.04 Выход через турн.3,2016-06-26 08:31:40
7,Считыватель КПК D1.10,2016-06-26 08:33:06
7,Считыватель КПК D5.02,2016-06-26 11:54:19
7,Ввод_назначений,2016-06-26 18:03:00
7,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-06-27 07:20:00
7,Исследование_уровня_тропонина_в_крови,2016-06-27 07:20:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:20:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:20:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:20:00
7,Определение_уровня_С-реактивного_белка_в_крови,2016-06-27 07:20:00
7,Определение_уровня_С-реактивного_белка_в_крови,2016-06-27 07:20:00
7,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-27 07:20:00
7,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-27 07:20:00
7,Определение_уровня_глюкозы_в_крови,2016-06-27 07:20:00
7,Определение_уровня_калия_в_крови,2016-06-27 07:20:00
7,Определение_уровня_калия_в_крови,2016-06-27 07:20:00
7,Определение_уровня_креатинина_в_крови,2016-06-27 07:20:00
7,Определение_уровня_креатинина_в_крови,2016-06-27 07:20:00
7,Определение_уровня_натрия_в_крови,2016-06-27 07:20:00
7,Определение_уровня_общего_билирубина,2016-06-27 07:20:00
7,Определение_уровня_тиреотропного_гормона_ТТГ,2016-06-27 07:20:00
7,Определение_уровня_фибриногена_в_крови,2016-06-27 07:20:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:20:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:20:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:20:00
7,Типирование_липидов_прямым_методом,2016-06-27 07:20:00
7,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-06-27 07:21:00
7,Группа_крови_и_резус-фактор,2016-06-27 07:21:00
7,Группа_крови_и_резус-фактор,2016-06-27 07:21:00
7,Группа_крови_и_резус-фактор,2016-06-27 07:21:00
7,Исследование_уровня_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-06-27 07:21:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:21:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:21:00
7,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-27 07:21:00
7,Определение_антигена_НBsAg_Hepaiis_B_virus,2016-06-27 07:21:00
7,"Определение_антител_класса_M,_G_IgM,_IgG_к_Hepaiis_C_virus",2016-06-27 07:21:00
7,Определение_маркеров_ВИЧ_АГ/АТ,2016-06-27 07:21:00
7,Определение_уровня_С-реактивного_белка_в_крови,2016-06-27 07:21:00
7,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_альбумина_в_крови,2016-06-27 07:21:00
7,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_глюкозы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_глюкозы_в_крови,2016-06-27 07:21:00
7,Определение_уровня_калия_в_крови,2016-06-27 07:21:00
7,Определение_уровня_калия_в_крови,2016-06-27 07:21:00
7,Определение_уровня_калия_в_крови,2016-06-27 07:21:00
7,Определение_уровня_креатинина_в_крови,2016-06-27 07:21:00
7,Определение_уровня_креатинина_в_крови,2016-06-27 07:21:00
7,Определение_уровня_креатинина_в_крови,2016-06-27 07:21:00
7,Определение_уровня_мочевины_в_крови,2016-06-27 07:21:00
7,Определение_уровня_натрия_в_крови,2016-06-27 07:21:00
7,Определение_уровня_натрия_в_крови,2016-06-27 07:21:00
7,Определение_уровня_общего_белка_в_крови,2016-06-27 07:21:00
7,Определение_уровня_общего_билирубина,2016-06-27 07:21:00
7,Определение_уровня_общего_билирубина,2016-06-27 07:21:00
7,Определение_уровня_фибриногена_в_крови,2016-06-27 07:21:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:21:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:21:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:21:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:21:00
7,"Протромбиновый_индекс,_МНО",2016-06-27 07:21:00
7,Серология_сифилиса_микрореакциясуммарные_антитела,2016-06-27 07:21:00
7,Анализ_мочи_общий,2016-06-27 07:23:00
7,Анализ_мочи_общий,2016-06-27 07:23:00
7,Считыватель КПК D2.11,2016-06-27 07:42:19
7,Считыватель КПК D2.13 (вх в БЮ),2016-06-27 07:42:50
7,Считыватель КПК D2.13 (вых в стационар),2016-06-27 07:45:38
7,Ввод_назначений,2016-06-27 08:03:00
7,Считыватель КПК D5.05 (вх в 1А),2016-06-27 08:40:49
7,Считыватель КПК D5.05 (вх в стационар),2016-06-27 08:43:36
8,КПП-2.04 Выход через турн.3,2016-06-29 08:28:19
8,Считыватель КПК D5.03,2016-06-29 09:24:47
8,Считыватель КПК D5.02,2016-06-29 09:25:02
8,Считыватель КПК D5.02,2016-06-29 12:10:39
8,Считыватель КПК D5.05 (вх в стационар),2016-06-29 12:14:06
8,Считыватель КПК D5.02,2016-06-29 13:08:01
8,Считыватель КПК D5.02,2016-06-29 15:26:08
8,КПП-2.04 Выход через турн.3,2016-06-29 15:44:43
8,Считыватель КПК D5.02,2016-06-29 15:51:31
8,Считыватель КПК D2.14 ESMI,2016-06-29 16:32:09
8,Считыватель КПК D3.08 (вх в 1А),2016-06-29 17:11:19
8,Считыватель КПК D3.08 (вых в стационар),2016-06-29 17:22:01
8,Считыватель КПК D2.13 (вх в БЮ),2016-06-29 20:06:35
8,Считыватель КПК D2.13 (вых в стационар),2016-06-29 20:07:02
9,Считыватель КПК D1.41,2016-06-30 00:29:02
9,Считыватель КПК D1.11,2016-06-30 00:29:11
9,Считыватель КПК D2.10,2016-06-30 00:29:30
9,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-06-30 07:30:00
9,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-30 07:30:00
9,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-30 07:30:00
9,Определение_антигена_НBsAg_Hepaiis_B_virus,2016-06-30 07:30:00
9,"Определение_антител_класса_M,_G_IgM,_IgG_к_Hepaiis_C_virus",2016-06-30 07:30:00
9,Определение_маркеров_ВИЧ_АГ/АТ,2016-06-30 07:30:00
9,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_глюкозы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_глюкозы_в_крови,2016-06-30 07:30:00
9,Определение_уровня_калия_в_крови,2016-06-30 07:30:00
9,Определение_уровня_калия_в_крови,2016-06-30 07:30:00
9,Определение_уровня_калия_в_крови,2016-06-30 07:30:00
9,Определение_уровня_креатинина_в_крови,2016-06-30 07:30:00
9,Определение_уровня_креатинина_в_крови,2016-06-30 07:30:00
9,Определение_уровня_мочевины_в_крови,2016-06-30 07:30:00
9,Определение_уровня_натрия_в_крови,2016-06-30 07:30:00
9,Определение_уровня_натрия_в_крови,2016-06-30 07:30:00
9,Определение_уровня_общего_белка_в_крови,2016-06-30 07:30:00
9,Определение_уровня_общего_билирубина,2016-06-30 07:30:00
9,Определение_уровня_общего_билирубина,2016-06-30 07:30:00
9,Определение_уровня_фибриногена_в_крови,2016-06-30 07:30:00
9,"Протромбиновый_индекс,_МНО",2016-06-30 07:30:00
9,"Протромбиновый_индекс,_МНО",2016-06-30 07:30:00
9,"Протромбиновый_индекс,_МНО",2016-06-30 07:30:00
9,"Протромбиновый_индекс,_МНО",2016-06-30 07:30:00
9,Серология_сифилиса_микрореакциясуммарные_антитела,2016-06-30 07:30:00
9,Типирование_липидов_прямым_методом,2016-06-30 07:30:00
9,Типирование_липидов_прямым_методом,2016-06-30 07:30:00
9,Анализ_мочи_общий,2016-06-30 07:31:00
9,Анализ_мочи_общий,2016-06-30 07:31:00
9,Анализ_мочи_общий,2016-06-30 07:31:00
9,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-06-30 07:31:00
9,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-30 07:31:00
9,Определение_уровня_аланин-трансаминазы_в_крови,2016-06-30 07:31:00
9,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-30 07:31:00
9,Определение_уровня_аспарат-трансаминазы_в_крови,2016-06-30 07:31:00
9,Определение_уровня_глюкозы_в_крови,2016-06-30 07:31:00
9,Определение_уровня_калия_в_крови,2016-06-30 07:31:00
9,Определение_уровня_креатинина_в_крови,2016-06-30 07:31:00
9,Определение_уровня_мочевины_в_крови,2016-06-30 07:31:00
9,Определение_уровня_натрия_в_крови,2016-06-30 07:31:00
9,Определение_уровня_общего_белка_в_крови,2016-06-30 07:31:00
9,Определение_уровня_общего_билирубина,2016-06-30 07:31:00
9,Определение_уровня_тиреотропного_гормона_ТТГ,2016-06-30 07:31:00
9,Определение_уровня_холестерина_в_крови,2016-06-30 07:31:00
9,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-06-30 07:31:00
9,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-06-30 07:31:00
9,"Протромбиновый_индекс,_МНО",2016-06-30 07:31:00
9,Считыватель КПК D2.13 (вх в БЮ),2016-06-30 07:38:00
9,Считыватель КПК D2.13 (вых в стационар),2016-06-30 07:40:05
9,Считыватель КПК D5.02,2016-06-30 08:27:24
9,Считыватель КПК D5.05 (вх в стационар),2016-06-30 08:31:01
9,Считыватель КПК D5.05 (вх в 1А),2016-06-30 08:39:22
9,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_12.00,2016-06-30 09:34:00
